,Tweets,Date,len,Likes,RTweets
2416,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them!  U.S.A.",Tue Apr 11 12:03:43 +0000 2017,138,131624,51219
2417,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,Tue Apr 11 11:59:04 +0000 2017,137,78873,18457
2418,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",Mon Apr 10 23:56:35 +0000 2017,114,86674,16113
2419,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ… https://t.co/RM9lfTaePS,Mon Apr 10 21:59:10 +0000 2017,140,77485,15229
2420,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq,Mon Apr 10 01:35:45 +0000 2017,47,69671,14006
2421,...confidence that President Al Sisi will handle situation properly.,Sun Apr 09 15:21:07 +0000 2017,68,54838,10054
2422,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,Sun Apr 09 15:20:39 +0000 2017,88,75218,15125
2423,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,Sat Apr 08 19:58:32 +0000 2017,139,98399,17910
2424,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,Sat Apr 08 19:00:08 +0000 2017,114,59526,11215
2425,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",Sat Apr 08 14:54:24 +0000 2017,131,131431,26382
2426,"...goodwill and friendship was formed, but only time will tell on trade.",Sat Apr 08 14:51:10 +0000 2017,72,47190,6990
2427,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,Sat Apr 08 14:50:59 +0000 2017,131,65148,10181
2428,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…,Fri Apr 07 23:22:53 +0000 2017,140,0,14746
2429,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV",Thu Apr 06 18:30:49 +0000 2017,140,58821,10439
2430,"JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE",Thu Apr 06 02:12:43 +0000 2017,65,80888,22203
2431,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE,Wed Apr 05 21:18:08 +0000 2017,143,65321,12699
2432,Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc,Tue Apr 04 21:03:51 +0000 2017,111,47769,8881
2433,Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj,Tue Apr 04 19:38:59 +0000 2017,144,47223,9162
2434,".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H",Tue Apr 04 18:38:13 +0000 2017,75,36756,8139
2435,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,Tue Apr 04 12:39:16 +0000 2017,74,0,11025
2436,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz,Mon Apr 03 19:39:05 +0000 2017,140,56344,12839
2437,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x,Mon Apr 03 17:56:55 +0000 2017,140,54379,10692
2438,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",Mon Apr 03 16:00:33 +0000 2017,134,73728,12432
2439,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",Mon Apr 03 12:51:01 +0000 2017,133,66525,21064
2440,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,Mon Apr 03 11:21:11 +0000 2017,88,103903,26259
2441,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,Mon Apr 03 11:16:52 +0000 2017,103,71162,22466
2442,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",Mon Apr 03 10:15:17 +0000 2017,134,70225,19120
2443,"Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv",Mon Apr 03 00:58:29 +0000 2017,144,110013,24421
2444,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,Sun Apr 02 13:34:16 +0000 2017,74,79789,20604
2445,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",Sun Apr 02 13:03:43 +0000 2017,137,70997,13219
2446,Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,Sun Apr 02 12:56:49 +0000 2017,143,77568,15805
2447,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7,Sat Apr 01 22:21:02 +0000 2017,123,51867,13291
2448,"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.",Sat Apr 01 17:02:29 +0000 2017,140,62408,15120
2449,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....",Sat Apr 01 16:50:36 +0000 2017,140,58918,15547
2450,"...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.",Sat Apr 01 16:06:14 +0000 2017,136,49361,9680
2451,"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to..",Sat Apr 01 15:59:36 +0000 2017,140,46725,10817
2452,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",Sat Apr 01 13:02:32 +0000 2017,138,82525,21326
2453,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,Sat Apr 01 12:43:32 +0000 2017,139,74907,20773
2454,We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1,Fri Mar 31 21:31:44 +0000 2017,138,63566,14106
2455,'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️… https://t.co/cVWXOa1MjY,Fri Mar 31 19:37:00 +0000 2017,122,42697,9318
2456,"It is an exciting time for our country!
#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq",Fri Mar 31 18:30:38 +0000 2017,94,56393,13238
2457,#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3,Fri Mar 31 17:45:10 +0000 2017,47,46484,10606
2458,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG",Fri Mar 31 17:28:44 +0000 2017,119,55467,10119
2459,"It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes… https://t.co/N1g0TiVnSp",Fri Mar 31 14:35:47 +0000 2017,140,39375,6684
2460,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!",Fri Mar 31 11:04:32 +0000 2017,140,72574,18302
2461,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek,Fri Mar 31 01:43:35 +0000 2017,135,57516,13047
2462,...and job losses. American companies must be prepared to look at other alternatives.,Thu Mar 30 22:16:50 +0000 2017,85,40792,7286
2463,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,Thu Mar 30 22:16:17 +0000 2017,117,56055,11697
2464,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?
#RepealANDReplace #Obamacare",Thu Mar 30 21:21:50 +0000 2017,87,29323,5684
2465,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp; reform.",Thu Mar 30 21:20:44 +0000 2017,140,36972,7474
2466,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ,Thu Mar 30 21:17:30 +0000 2017,122,30732,6435
2467,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi,Thu Mar 30 14:27:14 +0000 2017,131,51873,12614
2468,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!",Thu Mar 30 13:07:42 +0000 2017,141,57763,13143
2469,"Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.
#ThankAVeteran… https://t.co/deOHapcV4J",Thu Mar 30 02:12:09 +0000 2017,134,71648,16261
2470,.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.… https://t.co/phLPw8lgTu,Wed Mar 29 23:58:11 +0000 2017,137,52622,10067
2471,Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️… https://t.co/ooF2ediqSt,Wed Mar 29 21:39:01 +0000 2017,137,39133,8375
2472,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,Wed Mar 29 12:21:02 +0000 2017,127,94832,19573
2473,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",Wed Mar 29 12:01:52 +0000 2017,139,72228,15039
2474,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?,Tue Mar 28 22:41:09 +0000 2017,130,84272,25540
2475,"A NEW ERA IN AMERICAN ENERGY! 
#MadeInTheUSA🇺🇸
Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj",Tue Mar 28 21:48:40 +0000 2017,106,44250,9306
2476,It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp; Attorney General Sessions. THANK YOU fo… https://t.co/VHzTB4c69h,Tue Mar 28 20:57:17 +0000 2017,144,37974,6861
2477,"The failing @NYTimes would do much better if they were honest! 
https://t.co/ATy8R3knS2",Tue Mar 28 15:26:23 +0000 2017,87,54159,12527
2478,Watch @foxandfriends now on Podesta and Russia!,Tue Mar 28 11:16:44 +0000 2017,47,45335,8949
2479,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!,Tue Mar 28 10:36:02 +0000 2017,138,105951,22493
2480,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!",Tue Mar 28 02:03:17 +0000 2017,133,78138,15500
2481,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!,Tue Mar 28 01:41:15 +0000 2017,138,50389,9278
2482,"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",Tue Mar 28 01:35:35 +0000 2017,140,66765,18463
2483,"Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech....",Tue Mar 28 01:26:04 +0000 2017,144,87153,26867
2484,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,Mon Mar 27 01:04:42 +0000 2017,116,104865,20530
2485,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!",Sun Mar 26 12:21:58 +0000 2017,144,61877,14893
2486,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,Sat Mar 25 22:37:02 +0000 2017,101,113781,20658
2487,Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.,Sat Mar 25 14:41:14 +0000 2017,52,49557,9830
2488,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,Sat Mar 25 14:37:52 +0000 2017,124,100984,21811
2489,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf,Sat Mar 25 13:29:17 +0000 2017,87,66321,13741
2490,"Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU… https://t.co/nWJ1hNmzoR",Fri Mar 24 17:59:42 +0000 2017,143,86644,19609
2491,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea… https://t.co/GWNo2XAueg",Fri Mar 24 17:03:46 +0000 2017,140,64687,12557
2492,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",Fri Mar 24 12:23:00 +0000 2017,140,60011,12944
2493,"After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a great plan!",Fri Mar 24 12:14:32 +0000 2017,144,66168,12173
2494,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE,Thu Mar 23 22:19:43 +0000 2017,123,75504,16050
2495,We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp; tell them you support #AHCA. #PassTheBill… https://t.co/5lsrDJXfzb,Thu Mar 23 16:07:55 +0000 2017,143,39940,8989
2496,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",Thu Mar 23 15:16:24 +0000 2017,131,113346,22468
2497,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,Thu Mar 23 12:18:33 +0000 2017,116,91014,20514
2498,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,Thu Mar 23 01:33:54 +0000 2017,137,114069,19070
2499,RT @mitchellvii: Trump always ends up being right.  It's almost a little freaky.,Thu Mar 23 01:04:32 +0000 2017,80,0,18311
2500,RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://…,Thu Mar 23 01:03:18 +0000 2017,140,0,13343
2501,Big day for healthcare. Working hard!,Wed Mar 22 13:09:35 +0000 2017,37,87137,12631
2502,"Today on #NationalAgDay, we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained… https://t.co/IpGRhly2zj",Tue Mar 21 18:12:05 +0000 2017,148,65143,14411
2503,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the… https://t.co/Z5VwluvJQx",Tue Mar 21 17:33:23 +0000 2017,140,64568,14345
2504,Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸… https://t.co/3swdFWGQtP,Tue Mar 21 17:02:31 +0000 2017,135,34881,5928
2505,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek",Tue Mar 21 02:18:20 +0000 2017,108,73884,14228
2506,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt",Mon Mar 20 23:03:36 +0000 2017,74,59352,10832
2507,Congratulations Eric &amp; Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40,Mon Mar 20 17:15:18 +0000 2017,97,98300,13269
2508,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",Mon Mar 20 13:14:49 +0000 2017,137,78864,20807
2509,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,Mon Mar 20 12:35:14 +0000 2017,140,87088,17681
2510,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",Mon Mar 20 11:02:57 +0000 2017,139,62124,15795
2511,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,Mon Mar 20 10:49:48 +0000 2017,143,84475,19295
2512,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,Mon Mar 20 10:35:28 +0000 2017,132,68296,16554
2513,"#ICYMI: Weekly Address 
➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv",Sun Mar 19 20:20:22 +0000 2017,73,35368,7220
2514,"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",Sat Mar 18 13:23:37 +0000 2017,141,83246,18548
2515,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",Sat Mar 18 13:15:41 +0000 2017,139,91819,20187
2516,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY,Fri Mar 17 15:39:10 +0000 2017,106,44774,7826
2517,"""The President Changed. So Has Small Businesses' Confidence""
https://t.co/daTGjPmYeJ",Fri Mar 17 14:07:26 +0000 2017,84,49411,10914
2518,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Fri Mar 17 13:07:15 +0000 2017,120,86248,20178
2519,"RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC",Fri Mar 17 12:34:17 +0000 2017,136,0,11076
2520,RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx,Fri Mar 17 12:30:25 +0000 2017,114,0,3299
2521,"RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA 
https://t.c…",Fri Mar 17 12:26:12 +0000 2017,140,0,5770
2522,RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8,Fri Mar 17 12:20:22 +0000 2017,62,0,7363
2523,Happy Lá Fheile Phadraig to all of my great Irish friends!,Fri Mar 17 12:12:04 +0000 2017,58,66184,11616
2524,"RT @DiamondandSilk: When the President says ""You're Fired""     That means: ""Pack Yo Stuff and Go, Not Say ""You Refuse to Go!  #DrainTheSwam…",Fri Mar 17 09:35:58 +0000 2017,140,0,10478
2525,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!,Thu Mar 16 22:43:32 +0000 2017,144,62585,10259
2526,Great progress on healthcare. Improvements being made - Republicans coming together!,Thu Mar 16 21:54:02 +0000 2017,84,68076,10896
2527,RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegi…,Thu Mar 16 21:43:07 +0000 2017,140,0,7159
2528,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence. 🇺🇸🇮🇪 https://t.co/J3iTl2iSiQ",Thu Mar 16 20:09:38 +0000 2017,128,51292,10429
2529,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m,Thu Mar 16 15:52:22 +0000 2017,135,66367,14024
2530,"Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN",Thu Mar 16 04:20:41 +0000 2017,55,77877,14720
2531,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH",Thu Mar 16 00:03:23 +0000 2017,79,83865,16177
2532,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv,Wed Mar 15 23:25:25 +0000 2017,64,64518,12782
2533,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,Wed Mar 15 20:55:52 +0000 2017,80,57961,9160
2534,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,Wed Mar 15 12:14:20 +0000 2017,140,77932,13852
2535,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",Wed Mar 15 11:29:05 +0000 2017,113,82308,13917
2536,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!",Wed Mar 15 11:13:58 +0000 2017,137,86673,14465
2537,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!",Wed Mar 15 11:02:40 +0000 2017,138,123819,39619
2538,"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!",Wed Mar 15 10:55:30 +0000 2017,139,99116,24860
2539,Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn,Tue Mar 14 16:12:22 +0000 2017,88,60905,12007
2540,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA",Tue Mar 14 15:00:25 +0000 2017,41,95812,23792
2541,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here… https://t.co/mg0A4Hq3bD",Mon Mar 13 22:54:16 +0000 2017,139,46980,7781
2542,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S… https://t.co/bMYph832hF,Mon Mar 13 20:57:02 +0000 2017,140,69618,15256
2543,Healthcare listening session w/ @VP &amp; @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:… https://t.co/1cQI0ZBUv8,Mon Mar 13 17:20:15 +0000 2017,124,37776,6634
2544,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",Mon Mar 13 13:11:17 +0000 2017,134,56311,10118
2545,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",Mon Mar 13 12:52:29 +0000 2017,118,96775,18647
2546,"RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in, that historic journey continues. Take a look 👉 ht…",Sun Mar 12 12:36:59 +0000 2017,140,0,6648
2547,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,Sat Mar 11 14:39:07 +0000 2017,138,100589,16025
2548,"Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸
➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j",Fri Mar 10 15:40:53 +0000 2017,105,41553,8384
2549,"RT @DRUDGE_REPORT: GREAT AGAIN:  +235,000 https://t.co/GkockGNdtC",Fri Mar 10 13:45:02 +0000 2017,65,0,7423
2550,"RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those als…",Fri Mar 10 13:32:05 +0000 2017,140,0,9123
2551,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations… https://t.co/oQIx7LybCV,Thu Mar 09 23:11:27 +0000 2017,140,54766,10181
2552,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP,Thu Mar 09 22:36:27 +0000 2017,116,65162,15572
2553,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",Thu Mar 09 17:01:17 +0000 2017,139,108119,20342
2554,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r",Wed Mar 08 23:54:16 +0000 2017,120,86800,21134
2555,Met with @RepCummings today at the @WhiteHouse. Great discussion!,Wed Mar 08 23:50:25 +0000 2017,65,52498,7567
2556,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,Wed Mar 08 12:11:25 +0000 2017,128,82219,15251
2557,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world.",Wed Mar 08 11:13:44 +0000 2017,116,111640,20896
2558,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,Wed Mar 08 11:12:39 +0000 2017,126,117410,22256
2559,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,Wed Mar 08 00:14:30 +0000 2017,137,78735,14930
2560,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",Tue Mar 07 14:14:03 +0000 2017,140,117857,25066
2561,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,Tue Mar 07 13:46:28 +0000 2017,134,120619,23037
2562,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends",Tue Mar 07 13:41:58 +0000 2017,137,79498,15874
2563,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",Tue Mar 07 13:13:20 +0000 2017,136,76207,16986
2564,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,Tue Mar 07 12:13:59 +0000 2017,136,78821,14564
2565,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",Tue Mar 07 12:04:13 +0000 2017,137,89665,22152
2566,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!",Tue Mar 07 03:50:49 +0000 2017,140,96362,18716
2567,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",Tue Mar 07 03:49:54 +0000 2017,128,84463,15669
2568,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! https://t.co/BNSLvKiEVj,Mon Mar 06 23:49:53 +0000 2017,126,105188,24381
2569,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",Mon Mar 06 21:22:15 +0000 2017,138,113188,23886
2570,"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S",Mon Mar 06 21:19:04 +0000 2017,103,68490,12441
2571,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,Sun Mar 05 17:30:11 +0000 2017,101,166919,29765
2572,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",Sun Mar 05 11:40:20 +0000 2017,134,122153,36010
2573,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,Sun Mar 05 11:32:22 +0000 2017,136,93043,23762
2574,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",Sat Mar 04 13:19:29 +0000 2017,140,102697,22268
2575,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,Sat Mar 04 12:02:48 +0000 2017,135,165887,58793
2576,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",Sat Mar 04 11:52:54 +0000 2017,140,130861,39173
2577,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",Sat Mar 04 11:49:00 +0000 2017,140,126362,41688
2578,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",Sat Mar 04 11:42:59 +0000 2017,129,116935,36246
2579,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",Sat Mar 04 11:35:20 +0000 2017,133,144824,55405
2580,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,Sat Mar 04 11:26:47 +0000 2017,138,84976,23669
2581,MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA,Fri Mar 03 22:13:10 +0000 2017,49,118933,35808
2582,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN",Fri Mar 03 21:02:23 +0000 2017,138,117725,38944
